0,2013,1,1,517,515,2,830,819,11,1545,227,1400,5,15,2013-01-01 05:00:00
1,2013,1,1,533,529,4,850,830,20,1714,227,1416,5,29,2013-01-01 05:00:00
2,2013,1,1,542,540,2,923,850,33,1141,160,1089,5,40,2013-01-01 05:00:00
3,2013,1,1,544,545,-1,1004,1022,-18,725,183,1576,5,45,2013-01-01 05:00:00
4,2013,1,1,554,600,-6,812,837,-25,461,116,762,6,0,2013-01-01 06:00:00
5,2013,1,1,554,558,-4,740,728,12,1696,150,719,5,58,2013-01-01 05:00:00
6,2013,1,1,555,600,-5,913,854,19,507,158,1065,6,0,2013-01-01 06:00:00
7,2013,1,1,557,600,-3,709,723,-14,5708,53,229,6,0,2013-01-01 06:00:00
8,2013,1,1,557,600,-3,838,846,-8,79,140,944,6,0,2013-01-01 06:00:00
9,2013,1,1,558,600,-2,753,745,8,301,138,733,6,0,2013-01-01 06:00:00
10,2013,1,1,558,600,-2,849,851,-2,49,149,1028,6,0,2013-01-01 06:00:00
11,2013,1,1,558,600,-2,853,856,-3,71,158,1005,6,0,2013-01-01 06:00:00
12,2013,1,1,558,600,-2,924,917,7,194,345,2475,6,0,2013-01-01 06:00:00
13,2013,1,1,558,600,-2,923,937,-14,1124,361,2565,6,0,2013-01-01 06:00:00
14,2013,1,1,559,600,-1,941,910,31,707,257,1389,6,0,2013-01-01 06:00:00
15,2013,1,1,559,559,0,702,706,-4,1806,44,187,5,59,2013-01-01 05:00:00
16,2013,1,1,559,600,-1,854,902,-8,1187,337,2227,6,0,2013-01-01 06:00:00
17,2013,1,1,600,600,0,851,858,-7,371,152,1076,6,0,2013-01-01 06:00:00
18,2013,1,1,600,600,0,837,825,12,4650,134,762,6,0,2013-01-01 06:00:00
19,2013,1,1,601,600,1,844,850,-6,343,147,1023,6,0,2013-01-01 06:00:00
20,2013,1,1,602,610,-8,812,820,-8,1919,170,1020,6,10,2013-01-01 06:00:00
21,2013,1,1,602,605,-3,821,805,16,4401,105,502,6,5,2013-01-01 06:00:00
22,2013,1,1,606,610,-4,858,910,-12,1895,152,1085,6,10,2013-01-01 06:00:00
23,2013,1,1,606,610,-4,837,845,-8,1743,128,760,6,10,2013-01-01 06:00:00
24,2013,1,1,607,607,0,858,915,-17,1077,157,1085,6,7,2013-01-01 06:00:00
25,2013,1,1,608,600,8,807,735,32,3768,139,719,6,0,2013-01-01 06:00:00
26,2013,1,1,611,600,11,945,931,14,303,366,2586,6,0,2013-01-01 06:00:00
27,2013,1,1,613,610,3,925,921,4,135,175,1074,6,10,2013-01-01 06:00:00
28,2013,1,1,615,615,0,1039,1100,-21,709,182,1598,6,15,2013-01-01 06:00:00
29,2013,1,1,615,615,0,833,842,-9,575,120,746,6,15,2013-01-01 06:00:00
30,2013,1,1,622,630,-8,1017,1014,3,245,342,2133,6,30,2013-01-01 06:00:00
31,2013,1,1,623,610,13,920,915,5,1837,153,1096,6,10,2013-01-01 06:00:00
32,2013,1,1,623,627,-4,933,932,1,496,229,1416,6,27,2013-01-01 06:00:00
33,2013,1,1,624,630,-6,909,840,29,4626,190,1008,6,30,2013-01-01 06:00:00
34,2013,1,1,624,630,-6,840,830,10,4599,166,1020,6,30,2013-01-01 06:00:00
35,2013,1,1,627,630,-3,1018,1018,0,27,330,2153,6,30,2013-01-01 06:00:00
36,2013,1,1,628,630,-2,1137,1140,-3,413,192,1598,6,30,2013-01-01 06:00:00
37,2013,1,1,628,630,-2,1016,947,29,1665,366,2454,6,30,2013-01-01 06:00:00
38,2013,1,1,629,630,-1,824,810,14,303,140,733,6,30,2013-01-01 06:00:00
39,2013,1,1,629,630,-1,721,740,-19,4646,40,185,6,30,2013-01-01 06:00:00
40,2013,1,1,629,630,-1,824,833,-9,1019,91,529,6,30,2013-01-01 06:00:00
41,2013,1,1,632,608,24,740,728,12,4144,52,212,6,8,2013-01-01 06:00:00
42,2013,1,1,635,635,0,1028,940,48,711,248,1389,6,35,2013-01-01 06:00:00
43,2013,1,1,637,645,-8,930,935,-5,389,144,950,6,45,2013-01-01 06:00:00
44,2013,1,1,639,640,-1,739,749,-10,1002,41,187,6,40,2013-01-01 06:00:00
45,2013,1,1,643,646,-3,922,940,-18,556,146,1023,6,46,2013-01-01 06:00:00
46,2013,1,1,643,645,-2,837,848,-11,926,91,529,6,45,2013-01-01 06:00:00
47,2013,1,1,644,636,8,931,940,-9,1701,151,1065,6,36,2013-01-01 06:00:00
48,2013,1,1,645,647,-2,815,810,5,102,63,301,6,47,2013-01-01 06:00:00
49,2013,1,1,646,645,1,910,916,-6,883,243,1620,6,45,2013-01-01 06:00:00
50,2013,1,1,646,645,1,1023,1030,-7,1496,380,2434,6,45,2013-01-01 06:00:00
51,2013,1,1,651,655,-4,936,942,-6,203,323,2248,6,55,2013-01-01 06:00:00
52,2013,1,1,652,655,-3,932,921,11,117,191,1182,6,55,2013-01-01 06:00:00
53,2013,1,1,653,700,-7,936,1009,-33,1383,149,1035,7,0,2013-01-01 07:00:00
54,2013,1,1,655,655,0,1021,1030,-9,1415,294,1990,6,55,2013-01-01 06:00:00
55,2013,1,1,655,700,-5,1037,1045,-8,1865,362,2586,7,0,2013-01-01 07:00:00
56,2013,1,1,655,700,-5,1002,1020,-18,2003,161,1096,7,0,2013-01-01 07:00:00
57,2013,1,1,656,700,-4,854,850,4,305,143,733,7,0,2013-01-01 07:00:00
58,2013,1,1,656,659,-3,949,959,-10,1815,142,944,6,59,2013-01-01 06:00:00
59,2013,1,1,656,705,-9,1007,940,27,4534,233,1147,7,5,2013-01-01 07:00:00
60,2013,1,1,656,700,-4,948,1011,-23,1115,156,997,7,0,2013-01-01 07:00:00
61,2013,1,1,657,700,-3,959,1013,-14,1879,164,1076,7,0,2013-01-01 07:00:00
62,2013,1,1,658,700,-2,944,939,5,1547,126,762,7,0,2013-01-01 07:00:00
63,2013,1,1,658,700,-2,1027,1025,2,399,361,2475,7,0,2013-01-01 07:00:00
64,2013,1,1,659,700,-1,1008,1015,-7,2279,159,1096,7,0,2013-01-01 07:00:00
65,2013,1,1,659,700,-1,1008,1007,1,981,156,1069,7,0,2013-01-01 07:00:00
66,2013,1,1,659,705,-6,907,913,-6,831,105,502,7,5,2013-01-01 07:00:00
67,2013,1,1,659,700,-1,959,1008,-9,960,164,1068,7,0,2013-01-01 07:00:00
68,2013,1,1,701,700,1,1123,1154,-31,1203,188,1608,7,0,2013-01-01 07:00:00
69,2013,1,1,702,700,2,1058,1014,44,671,381,2475,7,0,2013-01-01 07:00:00
70,2013,1,1,709,700,9,852,832,20,1092,135,733,7,0,2013-01-01 07:00:00
71,2013,1,1,711,715,-4,1151,1206,-15,715,190,1598,7,15,2013-01-01 07:00:00
72,2013,1,1,712,715,-3,1023,1035,-12,825,159,1069,7,15,2013-01-01 07:00:00
73,2013,1,1,715,713,2,911,850,21,544,156,719,7,13,2013-01-01 07:00:00
74,2013,1,1,717,720,-3,850,840,10,850,134,738,7,20,2013-01-01 07:00:00
75,2013,1,1,719,721,-2,1017,1012,5,987,147,944,7,21,2013-01-01 07:00:00
76,2013,1,1,723,725,-2,1013,1017,-4,962,153,1023,7,25,2013-01-01 07:00:00
77,2013,1,1,724,730,-6,1111,1040,31,715,254,1389,7,30,2013-01-01 07:00:00
78,2013,1,1,724,725,-1,1020,1030,-10,11,338,2402,7,25,2013-01-01 07:00:00
79,2013,1,1,725,730,-5,1052,1040,12,2083,238,1372,7,30,2013-01-01 07:00:00
80,2013,1,1,727,730,-3,959,952,7,1162,254,1605,7,30,2013-01-01 07:00:00
81,2013,1,1,728,732,-4,1041,1038,3,473,238,1416,7,32,2013-01-01 07:00:00
82,2013,1,1,729,730,-1,1049,1115,-26,11,356,2586,7,30,2013-01-01 07:00:00
83,2013,1,1,732,735,-3,857,858,-1,20,64,264,7,35,2013-01-01 07:00:00
84,2013,1,1,732,729,3,1041,1039,2,1601,167,1080,7,29,2013-01-01 07:00:00
85,2013,1,1,732,645,47,1011,941,30,1111,145,937,6,45,2013-01-01 06:00:00
86,2013,1,1,733,736,-3,854,850,4,44,54,209,7,36,2013-01-01 07:00:00
87,2013,1,1,734,737,-3,1047,1113,-26,643,350,2586,7,37,2013-01-01 07:00:00
88,2013,1,1,739,745,-6,918,930,-12,309,137,733,7,45,2013-01-01 07:00:00
89,2013,1,1,739,739,0,1104,1038,26,1479,249,1400,7,39,2013-01-01 07:00:00
90,2013,1,1,741,745,-4,1038,1036,2,983,158,1010,7,45,2013-01-01 07:00:00
91,2013,1,1,743,730,13,1107,1100,7,33,358,2475,7,30,2013-01-01 07:00:00
92,2013,1,1,743,749,-6,1043,1054,-11,341,164,1041,7,49,2013-01-01 07:00:00
93,2013,1,1,743,730,13,1059,1056,3,495,349,2422,7,30,2013-01-01 07:00:00
94,2013,1,1,745,745,0,1135,1125,10,59,378,2586,7,45,2013-01-01 07:00:00
95,2013,1,1,746,746,0,1119,1129,-10,1668,373,2565,7,46,2013-01-01 07:00:00
96,2013,1,1,749,710,39,939,850,49,3737,148,719,7,10,2013-01-01 07:00:00
97,2013,1,1,752,755,-3,1041,1059,-18,2263,140,950,7,55,2013-01-01 07:00:00
98,2013,1,1,752,750,2,1025,1029,-4,477,249,1620,7,50,2013-01-01 07:00:00
99,2013,1,1,752,759,-7,955,959,-4,1733,96,544,7,59,2013-01-01 07:00:00
100,2013,1,1,753,755,-2,1056,1110,-14,2267,157,1096,7,55,2013-01-01 07:00:00
101,2013,1,1,754,759,-5,1039,1041,-2,2047,126,762,7,59,2013-01-01 07:00:00
102,2013,1,1,754,755,-1,1103,1030,33,733,279,1620,7,55,2013-01-01 07:00:00
103,2013,1,1,758,800,-2,1053,1054,-1,517,142,937,8,0,2013-01-01 08:00:00
104,2013,1,1,759,800,-1,1057,1127,-30,1843,158,1089,8,0,2013-01-01 08:00:00
105,2013,1,1,800,800,0,1022,1014,8,2119,171,1020,8,0,2013-01-01 08:00:00
106,2013,1,1,800,810,-10,949,955,-6,4406,80,427,8,10,2013-01-01 08:00:00
107,2013,1,1,801,805,-4,900,919,-19,1172,38,200,8,5,2013-01-01 08:00:00
108,2013,1,1,803,810,-7,903,925,-22,1838,38,187,8,10,2013-01-01 08:00:00
109,2013,1,1,803,800,3,1132,1144,-12,223,369,2586,8,0,2013-01-01 08:00:00
110,2013,1,1,804,810,-6,1103,1116,-13,1959,147,944,8,10,2013-01-01 08:00:00
111,2013,1,1,805,805,0,1015,1005,10,219,98,541,8,5,2013-01-01 08:00:00
112,2013,1,1,805,800,5,1118,1106,12,3,165,1069,8,0,2013-01-01 08:00:00
113,2013,1,1,805,815,-10,1006,1010,-4,4490,101,479,8,15,2013-01-01 08:00:00
114,2013,1,1,807,810,-3,1043,1043,0,269,126,760,8,10,2013-01-01 08:00:00
115,2013,1,1,809,815,-6,1043,1050,-7,4388,132,820,8,15,2013-01-01 08:00:00
116,2013,1,1,810,810,0,1048,1037,11,3538,189,1029,8,10,2013-01-01 08:00:00
117,2013,1,1,810,815,-5,1100,1128,-28,2395,149,1035,8,15,2013-01-01 08:00:00
118,2013,1,1,811,815,-4,1006,1032,-26,4260,101,628,8,15,2013-01-01 08:00:00
119,2013,1,1,811,630,101,1047,830,137,4576,118,544,6,30,2013-01-01 06:00:00
120,2013,1,1,811,815,-4,1026,1016,10,675,96,529,8,15,2013-01-01 08:00:00
121,2013,1,1,812,814,-2,1040,1017,23,4537,180,946,8,14,2013-01-01 08:00:00
122,2013,1,1,813,815,-2,1103,1056,7,914,267,1620,8,15,2013-01-01 08:00:00
123,2013,1,1,814,810,4,1047,1030,17,346,132,762,8,10,2013-01-01 08:00:00
124,2013,1,1,817,810,7,1005,948,17,1051,86,340,8,10,2013-01-01 08:00:00
125,2013,1,1,820,820,0,1254,1310,-16,717,190,1598,8,20,2013-01-01 08:00:00
126,2013,1,1,820,830,-10,940,954,-14,27,36,187,8,30,2013-01-01 08:00:00
127,2013,1,1,820,820,0,1249,1329,-40,301,182,1598,8,20,2013-01-01 08:00:00
128,2013,1,1,821,820,1,1153,1129,24,181,354,2446,8,20,2013-01-01 08:00:00
129,2013,1,1,821,825,-4,932,945,-13,4418,52,213,8,25,2013-01-01 08:00:00
130,2013,1,1,822,830,-8,1014,1016,-2,4104,91,419,8,30,2013-01-01 08:00:00
131,2013,1,1,823,825,-2,1019,1024,-5,487,96,541,8,25,2013-01-01 08:00:00
132,2013,1,1,823,823,0,1151,1135,16,1223,250,1372,8,23,2013-01-01 08:00:00
133,2013,1,1,824,830,-6,1027,1025,2,1855,169,888,8,30,2013-01-01 08:00:00
134,2013,1,1,825,827,-2,1058,1105,-7,611,130,828,8,27,2013-01-01 08:00:00
135,2013,1,1,826,715,71,1136,1045,51,443,160,1089,7,15,2013-01-01 07:00:00
136,2013,1,1,826,817,9,1145,1158,-13,1480,357,2565,8,17,2013-01-01 08:00:00
137,2013,1,1,828,830,-2,1027,1012,15,905,160,740,8,30,2013-01-01 08:00:00
138,2013,1,1,828,823,5,1150,1143,7,1506,359,2454,8,23,2013-01-01 08:00:00
139,2013,1,1,829,830,-1,1152,1200,-8,443,360,2475,8,30,2013-01-01 08:00:00
140,2013,1,1,829,830,-1,1117,1140,-23,1592,145,937,8,30,2013-01-01 08:00:00
141,2013,1,1,830,830,0,1018,1015,3,313,137,733,8,30,2013-01-01 08:00:00
142,2013,1,1,830,835,-5,1052,1105,-13,4610,123,762,8,35,2013-01-01 08:00:00
143,2013,1,1,831,835,-4,1021,1039,-18,4412,92,550,8,35,2013-01-01 08:00:00
144,2013,1,1,832,840,-8,1006,1030,-24,4521,77,431,8,40,2013-01-01 08:00:00
145,2013,1,1,833,835,-2,1134,1102,32,835,257,1620,8,35,2013-01-01 08:00:00
146,2013,1,1,835,835,0,1210,1150,20,717,249,1389,8,35,2013-01-01 08:00:00
147,2013,1,1,839,850,-11,1027,1035,-8,4558,88,419,8,50,2013-01-01 08:00:00
148,2013,1,1,840,845,-5,1311,1350,-39,1357,188,1598,8,45,2013-01-01 08:00:00
149,2013,1,1,840,845,-5,1053,1102,-9,2304,108,509,8,45,2013-01-01 08:00:00
150,2013,1,1,846,845,1,1138,1205,-27,553,157,1068,8,45,2013-01-01 08:00:00
